lambda (nm),counts
737.432,-196.58
737.756,-248.58
0.738,-233.58
738.403,-291.58
738.727,-165.58
0.739,-18.58
739.374,-471.58
739.697,-324.58
0.740,-179.58
740.344,-171.58
740.667,24.42
0.741,-226.58
741.313,-122.58
741.636,-328.58
0.742,-181.58
742.283,-180.58
742.606,-471.58
742.929,-303.58
743.251,-54.58
743.574,-111.58
743.897,-130.58
0.744,-309.58
744.543,-245.58
744.865,-154.58
745.188,-220.58
745.511,-466.58
745.833,55.42
746.156,-117.58
746.478,197.42
0.747,-48.58
747.123,-237.58
747.445,488.42
747.767,-221.58
0.748,-144.58
748.412,-163.58
748.734,-51.58
749.056,-86.58
749.378,-46.58
0.750,-206.58
750.022,-101.58
750.344,-144.58
750.666,-218.58
750.988,-141.58
751.309,-184.58
751.631,-141.58
751.953,-309.58
752.274,-314.58
752.596,330.42
752.918,-240.58
753.239,81.42
0.754,-109.58
753.882,-139.58
754.203,-148.58
754.525,-109.58
754.846,-274.58
755.167,-319.58
755.488,-137.58
755.809,-213.58
0.756,-180.58
756.451,-189.58
756.772,-149.58
757.093,-271.58
757.414,-92.58
757.735,-305.58
758.056,-297.58
758.377,17.42
758.697,-232.58
759.018,-18.58
759.339,-269.58
759.659,-113.58
0.760,-163.58
0.760,-272.58
760.621,-224.58
760.941,-261.58
761.262,-244.58
761.582,-265.58
761.902,-247.58
762.222,-123.58
762.543,-275.58
762.863,-356.58
763.183,-173.58
763.503,-116.58
763.823,-427.58
764.143,-244.58
764.463,-221.58
764.782,-21.58
765.102,-137.58
765.422,-122.58
765.742,-134.58
766.061,172.42
766.381,-265.58
766.701,-387.58
0.767,-243.58
0.767,-196.58
767.659,-254.58
767.978,-363.58
768.298,153.42
768.617,-273.58
768.936,-111.58
769.255,-127.58
769.575,-268.58
769.894,-183.58
770.213,-235.58
770.532,-243.58
770.851,-203.58
0.771,-170.58
771.489,-318.58
771.807,-153.58
772.126,-327.58
772.445,-165.58
772.764,-87.58
773.082,-130.58
773.401,-163.58
773.719,-44.58
774.038,-313.58
774.356,-250.58
774.675,-268.58
774.993,-57.58
775.312,-206.58
0.776,61.42
775.948,-168.58
776.266,332.42
776.584,-305.58
776.902,-437.58
777.221,-194.58
777.539,-238.58
777.856,-146.58
778.174,-165.58
778.492,-276.58
0.779,-139.58
779.128,-20.58
779.446,-281.58
779.763,-239.58
780.081,-353.58
780.398,-347.58
780.716,-285.58
781.033,-214.58
781.351,-282.58
781.668,-268.58
781.986,74.42
782.303,-280.58
0.783,-162.58
782.937,-270.58
783.255,-302.58
783.572,-137.58
783.889,-175.58
784.206,-217.58
784.523,-262.58
0.785,-239.58
785.157,-316.58
785.473,-248.58
0.786,-278.58
786.107,-329.58
786.424,-61.58
0.787,-246.58
787.057,-295.58
787.373,-177.58
0.788,-17.58
788.006,20.42
788.323,274.42
788.639,1212.42
788.956,-367.58
789.272,-203.58
789.588,-209.58
789.904,-75.58
0.790,-31.58
790.536,-61.58
790.852,295.42
791.168,-202.58
791.484,-321.58
0.792,-110.58
792.116,-237.58
792.432,-283.58
792.748,-90.58
793.063,-83.58
793.379,-274.58
793.695,-83.58
0.794,-329.58
794.326,120.42
794.641,-334.58
794.957,-98.58
795.272,-137.58
795.587,-297.58
795.903,-179.58
796.218,-406.58
796.533,-76.58
796.848,66.42
797.163,-206.58
797.479,-167.58
797.794,-120.58
798.108,-183.58
798.423,-41.58
798.738,-229.58
799.053,20.42
799.368,-321.58
799.683,-300.58
799.997,-191.58
800.312,-184.58
800.626,-282.58
800.941,13.42
801.255,-131.58
0.802,-79.58
801.884,-247.58
802.199,-187.58
802.513,445.42
802.827,-237.58
803.141,-273.58
803.456,-240.58
0.804,-176.58
804.084,-349.58
804.398,-117.58
804.712,-106.58
805.026,-287.58
0.805,-240.58
805.653,13.42
805.967,-312.58
806.281,-32.58
806.595,-117.58
806.908,-18.58
807.222,-304.58
807.535,-90.58
807.849,-62.58
808.162,-69.58
808.476,-247.58
808.789,30.42
809.102,-202.58
809.416,-296.58
809.729,111.42
810.042,392.42
810.355,-208.58
810.668,-83.58
810.981,-149.58
811.294,-173.58
811.607,-142.58
0.812,-117.58
812.233,-56.58
812.546,-100.58
812.858,-405.58
813.171,0.42
813.484,-267.58
813.796,-220.58
814.109,-85.58
814.421,-249.58
814.734,-121.58
815.046,-232.58
815.358,-20.58
815.671,-263.58
815.983,-312.58
816.295,-213.58
816.607,-172.58
0.817,-64.58
817.232,-95.58
817.544,150.42
817.856,-232.58
818.168,-203.58
818.479,-103.58
818.791,-59.58
819.103,-119.58
819.415,-132.58
819.726,-221.58
820.038,-292.58
0.820,-347.58
820.661,-301.58
820.973,-347.58
821.284,-265.58
821.596,-80.58
821.907,1777.42
822.218,-28.58
822.529,-180.58
822.841,-306.58
823.152,-283.58
823.463,-62.58
823.774,-143.58
824.085,-52.58
824.396,49.42
824.707,-167.58
825.018,-163.58
825.329,-244.58
825.639,-57.58
0.826,-107.58
826.261,17.42
826.571,860.42
826.882,-416.58
827.193,-238.58
827.503,1186.42
827.813,-273.58
828.124,-38.58
828.434,-222.58
828.744,99.42
829.055,26.42
829.365,60.42
829.675,-253.58
829.985,-167.58
830.295,-199.58
830.605,-131.58
830.915,-91.58
831.225,-60.58
831.535,-350.58
831.845,-98.58
832.155,-155.58
832.464,12.42
832.774,-272.58
833.084,-235.58
833.393,-256.58
833.703,48.42
834.012,-287.58
834.322,-373.58
834.631,-226.58
0.835,-273.58
0.835,45.42
835.559,-67.58
835.868,157.42
836.177,-164.58
836.486,84.42
836.795,30.42
837.104,-211.58
837.413,-30.58
837.722,-215.58
838.031,102.42
0.838,-189.58
838.648,-134.58
838.957,-15.58
839.266,-181.58
839.574,6.42
839.883,-221.58
840.191,-98.58
0.841,-255.58
840.808,-214.58
841.117,1.42
841.425,-295.58
841.733,-82.58
842.041,-26.58
0.842,-171.58
842.658,-45.58
842.966,-182.58
843.274,-134.58
843.582,-148.58
0.844,-464.58
844.198,-208.58
844.505,142.42
844.813,5.42
845.121,-116.58
845.429,-255.58
845.736,-400.58
846.044,25.42
846.351,-191.58
846.659,-220.58
846.966,-222.58
847.274,-172.58
847.581,-228.58
847.888,-132.58
848.196,-15.58
848.503,-306.58
0.849,-214.58
849.117,-222.58
849.424,-230.58
849.731,-107.58
850.038,690.42
850.345,-146.58
850.652,-156.58
850.959,-182.58
851.265,68.42
851.572,-59.58
851.879,-281.58
852.185,-225.58
852.492,-231.58
852.798,4.42
853.105,-339.58
853.411,-208.58
853.718,-187.58
854.024,-46.58
0.854,-146.58
854.636,-199.58
854.943,-268.58
855.249,-76.58
855.555,-170.58
855.861,-87.58
856.167,-199.58
856.473,-21.58
856.779,-56.58
857.084,-62.58
0.857,-1.58
857.696,-26.58
858.002,3.42
858.307,-341.58
858.613,-180.58
858.918,-101.58
859.224,-162.58
859.529,-51.58
859.835,-163.58
0.860,205.42
860.445,-58.58
0.861,33.42
861.056,-42.58
861.361,-142.58
861.666,-170.58
861.971,-223.58
862.276,-121.58
862.581,81.42
862.886,-235.58
0.863,55.42
863.495,-269.58
0.864,-81.58
864.105,-88.58
864.409,-118.58
864.714,-243.58
865.018,-155.58
865.323,-284.58
865.627,-258.58
865.932,-209.58
866.236,88.42
0.867,-163.58
866.845,-153.58
867.149,-35.58
867.453,-12.58
867.757,-349.58
868.061,-209.58
868.365,-348.58
868.669,-329.58
868.973,-208.58
869.277,-172.58
869.581,103.42
869.884,-287.58
870.188,-49.58
870.492,152.42
870.795,-179.58
871.099,-34.58
871.402,-369.58
871.706,-77.58
872.009,-29.58
872.313,-147.58
872.616,-157.58
872.919,-209.58
873.222,-300.58
873.526,-116.58
873.829,-17.58
874.132,-86.58
874.435,-52.58
874.738,-204.58
875.041,-142.58
875.344,-211.58
875.646,-98.58
875.949,-149.58
876.252,-319.58
876.554,-84.58
876.857,-349.58
0.877,93.42
877.462,-96.58
877.765,92.42
878.067,-266.58
878.369,-31.58
878.672,45.42
878.974,10.42
879.276,-158.58
879.578,-151.58
0.880,17.42
880.182,-234.58
880.484,-122.58
880.786,-52.58
881.088,-120.58
0.881,-55.58
881.692,-11.58
881.994,-13.58
882.296,-117.58
882.597,-314.58
882.899,-125.58
0.883,-215.58
883.502,4.42
883.803,-165.58
884.105,720.42
884.406,-184.58
884.707,-65.58
885.009,-278.58
0.885,-274.58
885.611,-116.58
885.912,-69.58
886.213,-72.58
886.514,-319.58
886.815,902.42
887.116,-76.58
887.417,-108.58
887.718,168.42
888.019,77.42
888.319,-19.58
0.889,-8.58
888.921,-253.58
889.221,-202.58
889.522,154.42
889.822,-324.58
890.122,-355.58
890.423,-156.58
890.723,-164.58
891.023,-225.58
891.324,1.42
891.624,142.42
891.924,-154.58
892.224,-209.58
892.524,-123.58
892.824,-75.58
893.124,50.42
893.424,-82.58
893.723,-139.58
894.023,-182.58
894.323,-257.58
894.623,-179.58
894.922,-49.58
895.222,72.42
895.521,-303.58
895.821,-335.58
0.896,-333.58
896.419,-255.58
896.719,-176.58
897.018,-99.58
897.317,104.42
897.616,69.42
897.915,-77.58
898.215,-12.58
898.514,152.42
898.812,-104.58
899.111,324.42
0.899,-92.58
899.709,642.42
900.008,-149.58
900.306,-255.58
900.605,-137.58
900.904,-170.58
901.202,-191.58
901.501,-108.58
901.799,-132.58
902.098,-85.58
902.396,-215.58
902.694,111.42
902.992,-101.58
903.291,-125.58
903.589,-39.58
903.887,-218.58
904.185,124.42
904.483,102.42
