lambda (nm),counts
737.756,-267.17
0.738,-297.17
738.403,-350.17
738.727,-213.17
0.739,-45.17
739.374,-514.17
739.697,-369.17
0.740,-212.17
740.344,-212.17
740.667,2.83
0.741,-264.17
741.313,-159.17
741.636,-333.17
0.742,-199.17
742.283,-282.17
742.606,-531.17
742.929,-239.17
743.251,-107.17
743.574,-83.17
743.897,-174.17
0.744,-331.17
744.543,-301.17
744.865,-169.17
745.188,-273.17
745.511,-512.17
745.833,7.83
746.156,-128.17
746.478,214.83
0.747,-106.17
747.123,-215.17
747.445,565.83
747.767,-276.17
0.748,-216.17
748.412,-241.17
748.734,-97.17
749.056,-163.17
749.378,-61.17
0.750,-246.17
750.022,-54.17
750.344,-162.17
750.666,-238.17
750.988,-168.17
751.309,-158.17
751.631,-195.17
751.953,-301.17
752.274,-384.17
752.596,359.83
752.918,-219.17
753.239,40.83
0.754,-161.17
753.882,-159.17
754.203,-185.17
754.525,-132.17
754.846,-320.17
755.167,-305.17
755.488,-153.17
755.809,-213.17
0.756,-144.17
756.451,-287.17
756.772,-149.17
757.093,-319.17
757.414,-144.17
757.735,-287.17
758.056,-340.17
758.377,-11.17
758.697,-192.17
759.018,-18.17
759.339,-308.17
759.659,-188.17
0.760,-218.17
0.760,-308.17
760.621,-161.17
760.941,-267.17
761.262,-242.17
761.582,-319.17
761.902,-263.17
762.222,-177.17
762.543,-273.17
762.863,-337.17
763.183,-198.17
763.503,-121.17
763.823,-520.17
764.143,-233.17
764.463,-213.17
764.782,-61.17
765.102,-147.17
765.422,-96.17
765.742,-137.17
766.061,251.83
766.381,-319.17
766.701,-367.17
0.767,-251.17
0.767,-154.17
767.659,-222.17
767.978,-413.17
768.298,167.83
768.617,-303.17
768.936,-143.17
769.255,-83.17
769.575,-307.17
769.894,-244.17
770.213,-276.17
770.532,-315.17
770.851,-169.17
0.771,-250.17
771.489,-367.17
771.807,-161.17
772.126,-303.17
772.445,-187.17
772.764,-82.17
773.082,-129.17
773.401,-209.17
773.719,-30.17
774.038,-286.17
774.356,-331.17
774.675,-339.17
774.993,-55.17
775.312,-242.17
0.776,-19.17
775.948,-155.17
776.266,342.83
776.584,-374.17
776.902,-411.17
777.221,-267.17
777.539,-310.17
777.856,-175.17
778.174,-107.17
778.492,-279.17
0.779,-197.17
779.128,0.83
779.446,-392.17
779.763,-247.17
780.081,-434.17
780.398,-387.17
780.716,-261.17
781.033,-281.17
781.351,-317.17
781.668,-245.17
781.986,105.83
782.303,-231.17
0.783,-185.17
782.937,-292.17
783.255,-314.17
783.572,-183.17
783.889,-201.17
784.206,-154.17
784.523,-219.17
0.785,-131.17
785.157,-350.17
785.473,-219.17
0.786,-341.17
786.107,-358.17
786.424,-104.17
0.787,-243.17
787.057,-381.17
787.373,-181.17
0.788,-90.17
788.006,98.83
788.323,282.83
788.639,1290.83
788.956,-353.17
789.272,-232.17
789.588,-138.17
789.904,-121.17
0.790,-65.17
790.536,-80.17
790.852,321.83
791.168,-209.17
791.484,-378.17
0.792,-160.17
792.116,-269.17
792.432,-274.17
792.748,-89.17
793.063,-99.17
793.379,-306.17
793.695,-84.17
0.794,-292.17
794.326,55.83
794.641,-363.17
794.957,-133.17
795.272,-75.17
795.587,-326.17
795.903,-154.17
796.218,-488.17
796.533,-137.17
796.848,-15.17
797.163,-161.17
797.479,-189.17
797.794,-119.17
798.108,-200.17
798.423,-72.17
798.738,-221.17
799.053,43.83
799.368,-392.17
799.683,-353.17
799.997,-223.17
800.312,-242.17
800.626,-308.17
800.941,127.83
801.255,-142.17
0.802,-92.17
801.884,-324.17
802.199,-178.17
802.513,472.83
802.827,-256.17
803.141,-252.17
803.456,-268.17
0.804,-244.17
804.084,-389.17
804.398,-92.17
804.712,-199.17
805.026,-303.17
0.805,-222.17
805.653,-58.17
805.967,-302.17
806.281,-58.17
806.595,-128.17
806.908,17.83
807.222,-367.17
807.535,-72.17
807.849,-66.17
808.162,-68.17
808.476,-262.17
808.789,0.83
809.102,-267.17
809.416,-326.17
809.729,158.83
810.042,449.83
810.355,-202.17
810.668,-77.17
810.981,-167.17
811.294,-207.17
811.607,-150.17
0.812,-135.17
812.233,-96.17
812.546,-143.17
812.858,-418.17
813.171,-35.17
813.484,-325.17
813.796,-252.17
814.109,-58.17
814.421,-231.17
814.734,-69.17
815.046,-235.17
815.358,-7.17
815.671,-268.17
815.983,-305.17
816.295,-246.17
816.607,-186.17
0.817,5.83
817.232,-111.17
817.544,192.83
817.856,-280.17
818.168,-171.17
818.479,-111.17
818.791,-113.17
819.103,-113.17
819.415,-178.17
819.726,-325.17
820.038,-323.17
0.820,-265.17
820.661,-397.17
820.973,-378.17
821.284,-327.17
821.596,-77.17
821.907,1935.83
822.218,51.83
822.529,-162.17
822.841,-355.17
823.152,-402.17
823.463,-6.17
823.774,-111.17
824.085,-83.17
824.396,23.83
824.707,-171.17
825.018,-187.17
825.329,-321.17
825.639,-19.17
0.826,-90.17
826.261,38.83
826.571,879.83
826.882,-466.17
827.193,-219.17
827.503,1325.83
827.813,-299.17
828.124,-30.17
828.434,-236.17
828.744,183.83
829.055,-31.17
829.365,-8.17
829.675,-221.17
829.985,-188.17
830.295,-226.17
830.605,-119.17
830.915,-135.17
831.225,-135.17
831.535,-346.17
831.845,-187.17
832.155,-177.17
832.464,1.83
832.774,-310.17
833.084,-247.17
833.393,-298.17
833.703,-0.17
834.012,-302.17
834.322,-369.17
834.631,-228.17
0.835,-266.17
0.835,78.83
835.559,-106.17
835.868,126.83
836.177,-161.17
836.486,92.83
836.795,71.83
837.104,-227.17
837.413,-37.17
837.722,-182.17
838.031,110.83
0.838,-119.17
838.648,-187.17
838.957,10.83
839.266,-123.17
839.574,54.83
839.883,-176.17
840.191,-122.17
0.841,-327.17
840.808,-241.17
841.117,-53.17
841.425,-300.17
841.733,-37.17
842.041,-14.17
0.842,-137.17
842.658,0.83
842.966,-165.17
843.274,-158.17
843.582,-137.17
0.844,-507.17
844.198,-228.17
844.505,227.83
844.813,40.83
845.121,-158.17
845.429,-255.17
845.736,-417.17
846.044,46.83
846.351,-178.17
846.659,-299.17
846.966,-178.17
847.274,-121.17
847.581,-262.17
847.888,-137.17
848.196,-28.17
848.503,-350.17
0.849,-205.17
849.117,-283.17
849.424,-180.17
849.731,-114.17
850.038,739.83
850.345,-135.17
850.652,-168.17
850.959,-204.17
851.265,31.83
851.572,-24.17
851.879,-359.17
852.185,-285.17
852.492,-275.17
852.798,14.83
853.105,-449.17
853.411,-159.17
853.718,-246.17
854.024,-66.17
0.854,-182.17
854.636,-216.17
854.943,-310.17
855.249,-97.17
855.555,-221.17
855.861,-114.17
856.167,-259.17
856.473,-61.17
856.779,-89.17
857.084,-144.17
0.857,50.83
857.696,-96.17
858.002,-6.17
858.307,-402.17
858.613,-211.17
858.918,-73.17
859.224,-238.17
859.529,-48.17
859.835,-161.17
0.860,179.83
860.445,-53.17
0.861,3.83
861.056,-69.17
861.361,-107.17
861.666,-251.17
861.971,-256.17
862.276,-58.17
862.581,80.83
862.886,-261.17
0.863,83.83
863.495,-221.17
0.864,-103.17
864.105,-38.17
864.409,-144.17
864.714,-271.17
865.018,-136.17
865.323,-227.17
865.627,-328.17
865.932,-174.17
866.236,-21.17
0.867,-180.17
866.845,-132.17
867.149,-116.17
867.453,-45.17
867.757,-442.17
868.061,-216.17
868.365,-298.17
868.669,-357.17
868.973,-138.17
869.277,-217.17
869.581,100.83
869.884,-280.17
870.188,-72.17
870.492,218.83
870.795,-155.17
871.099,-168.17
871.402,-381.17
871.706,-85.17
872.009,-39.17
872.313,-137.17
872.616,-177.17
872.919,-159.17
873.222,-364.17
873.526,-100.17
873.829,-43.17
874.132,-84.17
874.435,-74.17
874.738,-258.17
875.041,-171.17
875.344,-162.17
875.646,-119.17
875.949,-142.17
876.252,-354.17
876.554,-110.17
876.857,-432.17
0.877,87.83
877.462,-153.17
877.765,112.83
878.067,-277.17
878.369,-19.17
878.672,-33.17
878.974,64.83
879.276,-170.17
879.578,-143.17
0.880,14.83
880.182,-272.17
880.484,-193.17
880.786,-37.17
881.088,-188.17
0.881,-79.17
881.692,-43.17
881.994,-86.17
882.296,-109.17
882.597,-339.17
882.899,-122.17
0.883,-121.17
883.502,-44.17
883.803,-209.17
884.105,757.83
884.406,-199.17
884.707,-86.17
885.009,-264.17
0.885,-286.17
885.611,-163.17
885.912,-160.17
886.213,-40.17
886.514,-302.17
886.815,962.83
887.116,-66.17
887.417,-117.17
887.718,227.83
888.019,22.83
888.319,-7.17
0.889,-62.17
888.921,-255.17
889.221,-190.17
889.522,72.83
889.822,-294.17
890.122,-308.17
890.423,-244.17
890.723,-132.17
891.023,-258.17
891.324,4.83
891.624,139.83
891.924,-192.17
892.224,-226.17
892.524,-115.17
892.824,-164.17
893.124,49.83
893.424,-56.17
893.723,-71.17
894.023,-206.17
894.323,-361.17
894.623,-168.17
894.922,-81.17
895.222,64.83
895.521,-335.17
895.821,-294.17
0.896,-350.17
896.419,-351.17
896.719,-155.17
897.018,-143.17
897.317,171.83
897.616,-8.17
897.915,-86.17
898.215,-130.17
898.514,208.83
898.812,-177.17
899.111,393.83
0.899,-143.17
899.709,671.83
900.008,-163.17
900.306,-207.17
900.605,-167.17
900.904,-224.17
901.202,-301.17
901.501,-108.17
901.799,-137.17
902.098,-158.17
902.396,-137.17
902.694,142.83
902.992,-25.17
903.291,-100.17
903.589,-58.17
903.887,-227.17
904.185,198.83
904.483,107.83
